construction,sentence,nonse_verb
ditransitive,She meant him the pop.,meant
ditransitive,She stopped him the opponent.,stopped
ditransitive,He backed her the word.,backed
ditransitive,He conceded him the attempt.,conceded
ditransitive,She was him the inventory.,was
ditransitive,He arranged her the component.,arranged
ditransitive,She fought her the moment.,fought
ditransitive,She knocked her the leg.,knocked
ditransitive,He visited him the illness.,visited
ditransitive,He slipped him the danger.,slipped
ditransitive,She placed her the item.,placed
ditransitive,He read her the softness.,read
ditransitive,He switched her the doubt.,switched
ditransitive,He read him the embarrassment.,read
ditransitive,He dumped her the shoulder.,dumped
ditransitive,She defended her the production.,defended
ditransitive,He hoped him the claim.,hoped
ditransitive,He won him the minute.,won
ditransitive,She slipped him the re-election.,slipped
ditransitive,He caused her the boost.,caused
ditransitive,She firmed her the tourism.,firmed
ditransitive,She took him the location.,took
ditransitive,She died her the page.,died
ditransitive,He warned her the host.,warned
ditransitive,She skidded him the shutdown.,skidded
ditransitive,He lived him the issuer.,lived
ditransitive,She violated her the managing.,violated
ditransitive,She stepped her the requirement.,stepped
ditransitive,She consented him the supervisor.,consented
ditransitive,She approached her the afternoon.,approached
ditransitive,He believed her the lack.,believed
ditransitive,She observed him the spring.,observed
ditransitive,He upheld him the estimate.,upheld
ditransitive,She established her the proposal.,established
ditransitive,He consented him the landing.,consented
ditransitive,He rushed him the market.,rushed
ditransitive,He adopted her the trucking.,adopted
ditransitive,He settled him the platform.,settled
ditransitive,She testified her the suit.,testified
ditransitive,She marked her the border.,marked
ditransitive,He appeared her the room.,appeared
ditransitive,He refused him the family.,refused
ditransitive,He soared her the clock.,soared
ditransitive,He owned her the par.,owned
ditransitive,She knocked him the marketer.,knocked
ditransitive,He intended her the fan.,intended
ditransitive,He shut him the impression.,shut
ditransitive,He sought him the disaster.,sought
ditransitive,She bounced her the publisher.,bounced
ditransitive,She came him the shadow.,came
ditransitive,He cited him the afternoon.,cited
ditransitive,He improved him the conspiracy.,improved
ditransitive,He climbed him the appearance.,climbed
ditransitive,He got her the minute.,got
ditransitive,She grew her the utilization.,grew
ditransitive,She supported her the plea.,supported
ditransitive,He sent him the debenture.,sent
ditransitive,He 'd her the deterioration.,'d
ditransitive,She exploded him the rain.,exploded
ditransitive,She sought her the close.,sought
ditransitive,He acknowledged her the middle.,acknowledged
ditransitive,She developed him the conversation.,developed
ditransitive,He taught him the job.,taught
ditransitive,She won him the counseling.,won
ditransitive,She threw him the speech.,threw
ditransitive,He founded her the disruption.,founded
ditransitive,He abandoned her the franchisee.,abandoned
ditransitive,She doubled her the tuition.,doubled
ditransitive,She bid her the red.,bid
ditransitive,She lost him the student.,lost
ditransitive,He gained her the head.,gained
ditransitive,He saw him the nursing.,saw
ditransitive,She stopped her the quantity.,stopped
ditransitive,He argued her the fever.,argued
ditransitive,He feared him the dress.,feared
ditransitive,He planned him the breaker.,planned
ditransitive,She passed her the hell.,passed
ditransitive,He reduced her the debacle.,reduced
ditransitive,She considered him the engine.,considered
ditransitive,He put her the rice.,put
ditransitive,He ruled him the cd.,ruled
ditransitive,She realized him the fairness.,realized
ditransitive,She acknowledged her the surgery.,acknowledged
ditransitive,She failed him the island.,failed
ditransitive,She operated her the gap.,operated
ditransitive,He doubled her the calendar.,doubled
ditransitive,She acted him the stance.,acted
ditransitive,He contended her the competitor.,contended
ditransitive,He joined her the horizon.,joined
ditransitive,She named her the video.,named
ditransitive,She offered her the city.,offered
ditransitive,He established him the voting.,established
ditransitive,He upheld her the attack.,upheld
ditransitive,He had him the reference.,had
ditransitive,She proved him the military.,proved
ditransitive,She improved him the hunting.,improved
ditransitive,He questioned her the meeting.,questioned
ditransitive,She created him the literature.,created
ditransitive,He offered him the intent.,offered
ditransitive,She amounted her the body.,amounted
ditransitive,She arrived him the yen.,arrived
ditransitive,She switched him the megabyte.,switched
ditransitive,She estimated her the issuer.,estimated
ditransitive,She plunged her the summit.,plunged
ditransitive,She picked him the scope.,picked
ditransitive,He exceeded him the filing.,exceeded
ditransitive,She presented her the regulator.,presented
ditransitive,She exploded her the profession.,exploded
ditransitive,He stayed her the behalf.,stayed
ditransitive,He won him the outlook.,won
ditransitive,She awarded her the contest.,awarded
ditransitive,He bought him the duck.,bought
ditransitive,She changed her the composite.,changed
ditransitive,She handled him the recovery.,handled
ditransitive,He fled her the press.,fled
ditransitive,She offered her the adviser.,offered
ditransitive,She planned him the satellite.,planned
ditransitive,She intended him the president.,intended
ditransitive,She sustained her the forecast.,sustained
ditransitive,She described her the lifetime.,described
ditransitive,She downgraded her the abortion.,downgraded
ditransitive,He drew her the officer.,drew
ditransitive,She happened her the retailing.,happened
ditransitive,She owned him the tree.,owned
ditransitive,She involved her the mall.,involved
ditransitive,She focused her the music.,focused
ditransitive,She slashed him the circle.,slashed
ditransitive,He admitted her the casualty.,admitted
ditransitive,She generated her the textile.,generated
ditransitive,He exploded him the vision.,exploded
ditransitive,He gave him the authorization.,gave
ditransitive,She picked her the theft.,picked
ditransitive,She started him the branch.,started
ditransitive,She struck her the matter.,struck
ditransitive,He exceeded her the repair.,exceeded
ditransitive,She resigned her the refinery.,resigned
ditransitive,He grew her the magazine.,grew
ditransitive,He testified her the motion.,testified
ditransitive,She drew her the commissioner.,drew
ditransitive,He sold him the sort.,sold
ditransitive,He vowed her the tire.,vowed
ditransitive,She narrowed him the step.,narrowed
ditransitive,He planned her the trading.,planned
ditransitive,She spoke her the request.,spoke
ditransitive,She received her the week.,received
ditransitive,She was her the in.,was
ditransitive,She struck him the banker.,struck
ditransitive,He extended her the wheat.,extended
ditransitive,She vowed him the theme.,vowed
ditransitive,She showed her the theft.,showed
ditransitive,She traded her the second.,traded
ditransitive,She ordered him the guarantee.,ordered
ditransitive,He included her the province.,included
ditransitive,He heard her the bit.,heard
ditransitive,He referred him the shelf.,referred
ditransitive,She kept her the concept.,kept
ditransitive,She inched him the exchange.,inched
ditransitive,He attended him the finance.,attended
ditransitive,He replaced her the consent.,replaced
ditransitive,She charged her the officer.,charged
ditransitive,She boosted her the march.,boosted
ditransitive,He flew him the adoption.,flew
ditransitive,He acknowledged her the maker.,acknowledged
ditransitive,He raised him the country.,raised
ditransitive,He resulted him the ounce.,resulted
ditransitive,He insisted her the chamber.,insisted
ditransitive,She dumped her the household.,dumped
ditransitive,She showed him the hero.,showed
ditransitive,She were her the spread.,were
ditransitive,She required her the crisis.,required
ditransitive,She demanded her the aircraft.,demanded
ditransitive,He sank him the image.,sank
ditransitive,He appeared him the end.,appeared
ditransitive,He promised her the banker.,promised
ditransitive,He became him the globe.,became
ditransitive,He admitted her the sum.,admitted
ditransitive,He provided her the drinking.,provided
ditransitive,She indicated her the future.,indicated
ditransitive,She had him the distance.,had
ditransitive,He ordered him the pension.,ordered
ditransitive,He referred him the use.,referred
ditransitive,He scrambled him the softness.,scrambled
ditransitive,He upheld her the phase.,upheld
ditransitive,She replied him the merit.,replied
ditransitive,She looked him the in.,looked
ditransitive,She denied her the gas.,denied
ditransitive,She died her the weapon.,died
ditransitive,He released him the journalist.,released
ditransitive,He jumped her the statement.,jumped
ditransitive,He indicated her the state.,indicated
ditransitive,She decided her the agency.,decided
